Extract Name	Protocol REF	Labeled Extract Name	Label	Term Source REF	Protocol REF	Hybridization Name	Array Design REF	Term Source REF	Protocol REF	Scan Name	Array Data File	Comment [TCGA Archive Name]	Comment [TCGA Data Type]	Comment [TCGA Data Level]	Comment [TCGA Include for Analysis]	Comment [md5]	Protocol REF	Normalization Name	Derived Array Data Matrix File	Comment [TCGA Archive Name]	Comment [TCGA Data Type]	Comment [TCGA Data Level]	Comment [TCGA Include for Analysis]	Comment [md5]	Protocol REF	Normalization Name	Derived Array Data Matrix File	Comment [TCGA Archive Name]	Comment [TCGA Data Type]	Comment [TCGA Data Level]	Comment [TCGA Include for Analysis]	Comment [md5]
TCGA-61-2003-01A-01R-0668-01	broad.mit.edu:labeling:HT_HG-U133A:01	TCGA-61-2003-01A-01R-0668-01	biotin	MGED Ontology	broad.mit.edu:hybridization:HT_HG-U133A:01	DURUM_p_TCGA_B22_23_Expr_HT_HG-U133A_96-HTA_E05_543642	Affymetrix.com:PhysicalArrayDesign:HT_HG-U133A	caArray	broad.mit.edu:image_acquisition:HT_HG-U133A:01	TCGA-61-2003-01A-01R-0668-01	DURUM_p_TCGA_B22_23_Expr_HT_HG-U133A_96-HTA_E05_543642.CEL	broad.mit.edu_OV.HT_HG-U133A.Level_1.22.1004.0	Expression-Gene	Level 1	yes	7fb5301340269925cd944eedd7f117ea	broad.mit.edu:probeset_rma:HT_HG-U133A:01	TCGA-61-2003-01A-01R-0668-01	DURUM_p_TCGA_B22_23_Expr_HT_HG-U133A_96-HTA_E05_543642.level2.data.txt	broad.mit.edu_OV.HT_HG-U133A.Level_2.22.1004.0	Expression-Gene	Level 2	yes	4a2ce58ea86c6fe57fb86f94d75f717a	broad.mit.edu:gene_rma:HT_HG-U133A:01	TCGA-61-2003-01A-01R-0668-01	DURUM_p_TCGA_B22_23_Expr_HT_HG-U133A_96-HTA_E05_543642.level3.data.txt	broad.mit.edu_OV.HT_HG-U133A.Level_3.22.1004.0	Expression-Gene	Level 3	yes	811a063e83bd9e79e241a87148ba1e0b
TCGA-61-2111-01A-01R-0668-01	broad.mit.edu:labeling:HT_HG-U133A:01	TCGA-61-2111-01A-01R-0668-01	biotin	MGED Ontology	broad.mit.edu:hybridization:HT_HG-U133A:01	DURUM_p_TCGA_B22_23_Expr_HT_HG-U133A_96-HTA_E06_543758	Affymetrix.com:PhysicalArrayDesign:HT_HG-U133A	caArray	broad.mit.edu:image_acquisition:HT_HG-U133A:01	TCGA-61-2111-01A-01R-0668-01	DURUM_p_TCGA_B22_23_Expr_HT_HG-U133A_96-HTA_E06_543758.CEL	broad.mit.edu_OV.HT_HG-U133A.Level_1.22.1004.0	Expression-Gene	Level 1	yes	e9c3ff06ff4201835590a24989a16c1e	broad.mit.edu:probeset_rma:HT_HG-U133A:01	TCGA-61-2111-01A-01R-0668-01	DURUM_p_TCGA_B22_23_Expr_HT_HG-U133A_96-HTA_E06_543758.level2.data.txt	broad.mit.edu_OV.HT_HG-U133A.Level_2.22.1004.0	Expression-Gene	Level 2	yes	04217e87636c1e44db4898cf6c4d9def	broad.mit.edu:gene_rma:HT_HG-U133A:01	TCGA-61-2111-01A-01R-0668-01	DURUM_p_TCGA_B22_23_Expr_HT_HG-U133A_96-HTA_E06_543758.level3.data.txt	broad.mit.edu_OV.HT_HG-U133A.Level_3.22.1004.0	Expression-Gene	Level 3	yes	ecb49409a011422521bf2ac63a1b8d42
TCGA-04-1517-01A-01R-0538-01	broad.mit.edu:labeling:HT_HG-U133A:01	TCGA-04-1517-01A-01R-0538-01	biotin	MGED Ontology	broad.mit.edu:hybridization:HT_HG-U133A:01	GHYLL_p_TCGABatch17_Mashima45_HT_HG-U133A_96-HTA_A01_471886	Affymetrix.com:PhysicalArrayDesign:HT_HG-U133A	caArray	broad.mit.edu:image_acquisition:HT_HG-U133A:01	TCGA-04-1517-01A-01R-0538-01	GHYLL_p_TCGABatch17_Mashima45_HT_HG-U133A_96-HTA_A01_471886.CEL	broad.mit.edu_OV.HT_HG-U133A.Level_1.17.1004.0	Expression-Gene	Level 1	yes	247d3ce01fed6e6923b53c66f385e79e	broad.mit.edu:probeset_rma:HT_HG-U133A:01	TCGA-04-1517-01A-01R-0538-01	GHYLL_p_TCGABatch17_Mashima45_HT_HG-U133A_96-HTA_A01_471886.level2.data.txt	broad.mit.edu_OV.HT_HG-U133A.Level_2.17.1004.0	Expression-Gene	Level 2	yes	7b2c06d59a79491d1ae4b4f15f2a9825	broad.mit.edu:gene_rma:HT_HG-U133A:01	TCGA-04-1517-01A-01R-0538-01	GHYLL_p_TCGABatch17_Mashima45_HT_HG-U133A_96-HTA_A01_471886.level3.data.txt	broad.mit.edu_OV.HT_HG-U133A.Level_3.17.1004.0	Expression-Gene	Level 3	yes	411127fbd8e7e42ced18a249914e41dc
TCGA-24-1556-01A-01R-0538-01	broad.mit.edu:labeling:HT_HG-U133A:01	TCGA-24-1556-01A-01R-0538-01	biotin	MGED Ontology	broad.mit.edu:hybridization:HT_HG-U133A:01	GHYLL_p_TCGABatch17_Mashima45_HT_HG-U133A_96-HTA_A02_471888	Affymetrix.com:PhysicalArrayDesign:HT_HG-U133A	caArray	broad.mit.edu:image_acquisition:HT_HG-U133A:01	TCGA-24-1556-01A-01R-0538-01	GHYLL_p_TCGABatch17_Mashima45_HT_HG-U133A_96-HTA_A02_471888.CEL	broad.mit.edu_OV.HT_HG-U133A.Level_1.17.1004.0	Expression-Gene	Level 1	yes	f1f90a42e28a76b9a0d9fec30cd279be	broad.mit.edu:probeset_rma:HT_HG-U133A:01	TCGA-24-1556-01A-01R-0538-01	GHYLL_p_TCGABatch17_Mashima45_HT_HG-U133A_96-HTA_A02_471888.level2.data.txt	broad.mit.edu_OV.HT_HG-U133A.Level_2.17.1004.0	Expression-Gene	Level 2	yes	9e00298ea90cb5ae27a22fb7d6723b2d	broad.mit.edu:gene_rma:HT_HG-U133A:01	TCGA-24-1556-01A-01R-0538-01	GHYLL_p_TCGABatch17_Mashima45_HT_HG-U133A_96-HTA_A02_471888.level3.data.txt	broad.mit.edu_OV.HT_HG-U133A.Level_3.17.1004.0	Expression-Gene	Level 3	yes	4381fb818d2155e23323c081382ad5fc
TCGA-36-1571-01A-01R-0538-01	broad.mit.edu:labeling:HT_HG-U133A:01	TCGA-36-1571-01A-01R-0538-01	biotin	MGED Ontology	broad.mit.edu:hybridization:HT_HG-U133A:01	GHYLL_p_TCGABatch17_Mashima45_HT_HG-U133A_96-HTA_A03_471890	Affymetrix.com:PhysicalArrayDesign:HT_HG-U133A	caArray	broad.mit.edu:image_acquisition:HT_HG-U133A:01	TCGA-36-1571-01A-01R-0538-01	GHYLL_p_TCGABatch17_Mashima45_HT_HG-U133A_96-HTA_A03_471890.CEL	broad.mit.edu_OV.HT_HG-U133A.Level_1.17.1004.0	Expression-Gene	Level 1	yes	5517533d544e68c1494d22065042f2e5	broad.mit.edu:probeset_rma:HT_HG-U133A:01	TCGA-36-1571-01A-01R-0538-01	GHYLL_p_TCGABatch17_Mashima45_HT_HG-U133A_96-HTA_A03_471890.level2.data.txt	broad.mit.edu_OV.HT_HG-U133A.Level_2.17.1004.0	Expression-Gene	Level 2	yes	614619a7ec12cb7a5b59e36cf7482167	broad.mit.edu:gene_rma:HT_HG-U133A:01	TCGA-36-1571-01A-01R-0538-01	GHYLL_p_TCGABatch17_Mashima45_HT_HG-U133A_96-HTA_A03_471890.level3.data.txt	broad.mit.edu_OV.HT_HG-U133A.Level_3.17.1004.0	Expression-Gene	Level 3	yes	a80ecfc3c38eb2728ff3dc6f161c3efa
TCGA-57-1582-01A-01R-0538-01	broad.mit.edu:labeling:HT_HG-U133A:01	TCGA-57-1582-01A-01R-0538-01	biotin	MGED Ontology	broad.mit.edu:hybridization:HT_HG-U133A:01	GHYLL_p_TCGABatch17_Mashima45_HT_HG-U133A_96-HTA_A04_471892	Affymetrix.com:PhysicalArrayDesign:HT_HG-U133A	caArray	broad.mit.edu:image_acquisition:HT_HG-U133A:01	TCGA-57-1582-01A-01R-0538-01	GHYLL_p_TCGABatch17_Mashima45_HT_HG-U133A_96-HTA_A04_471892.CEL	broad.mit.edu_OV.HT_HG-U133A.Level_1.17.1004.0	Expression-Gene	Level 1	yes	f8be22fe1d6004de9edb5a0913898ddc	broad.mit.edu:probeset_rma:HT_HG-U133A:01	TCGA-57-1582-01A-01R-0538-01	GHYLL_p_TCGABatch17_Mashima45_HT_HG-U133A_96-HTA_A04_471892.level2.data.txt	broad.mit.edu_OV.HT_HG-U133A.Level_2.17.1004.0	Expression-Gene	Level 2	yes	e0a1d122620e889cc1dea91ede064191	broad.mit.edu:gene_rma:HT_HG-U133A:01	TCGA-57-1582-01A-01R-0538-01	GHYLL_p_TCGABatch17_Mashima45_HT_HG-U133A_96-HTA_A04_471892.level3.data.txt	broad.mit.edu_OV.HT_HG-U133A.Level_3.17.1004.0	Expression-Gene	Level 3	yes	8d71b23cf080dcaf037e331a692e272a
TCGA-25-1628-01A-01R-0538-01	broad.mit.edu:labeling:HT_HG-U133A:01	TCGA-25-1628-01A-01R-0538-01	biotin	MGED Ontology	broad.mit.edu:hybridization:HT_HG-U133A:01	GHYLL_p_TCGABatch17_Mashima45_HT_HG-U133A_96-HTA_A05_471870	Affymetrix.com:PhysicalArrayDesign:HT_HG-U133A	caArray	broad.mit.edu:image_acquisition:HT_HG-U133A:01	TCGA-25-1628-01A-01R-0538-01	GHYLL_p_TCGABatch17_Mashima45_HT_HG-U133A_96-HTA_A05_471870.CEL	broad.mit.edu_OV.HT_HG-U133A.Level_1.17.1004.0	Expression-Gene	Level 1	yes	0db739ced5a393c805907a0076c4e830	broad.mit.edu:probeset_rma:HT_HG-U133A:01	TCGA-25-1628-01A-01R-0538-01	GHYLL_p_TCGABatch17_Mashima45_HT_HG-U133A_96-HTA_A05_471870.level2.data.txt	broad.mit.edu_OV.HT_HG-U133A.Level_2.17.1004.0	Expression-Gene	Level 2	yes	ab6dd152a92edc57278a68a6c9a55312	broad.mit.edu:gene_rma:HT_HG-U133A:01	TCGA-25-1628-01A-01R-0538-01	GHYLL_p_TCGABatch17_Mashima45_HT_HG-U133A_96-HTA_A05_471870.level3.data.txt	broad.mit.edu_OV.HT_HG-U133A.Level_3.17.1004.0	Expression-Gene	Level 3	yes	e310440550d73f9221cb9ea91ee87882
TCGA-25-1634-01A-01R-0538-01	broad.mit.edu:labeling:HT_HG-U133A:01	TCGA-25-1634-01A-01R-0538-01	biotin	MGED Ontology	broad.mit.edu:hybridization:HT_HG-U133A:01	GHYLL_p_TCGABatch17_Mashima45_HT_HG-U133A_96-HTA_A06_471872	Affymetrix.com:PhysicalArrayDesign:HT_HG-U133A	caArray	broad.mit.edu:image_acquisition:HT_HG-U133A:01	TCGA-25-1634-01A-01R-0538-01	GHYLL_p_TCGABatch17_Mashima45_HT_HG-U133A_96-HTA_A06_471872.CEL	broad.mit.edu_OV.HT_HG-U133A.Level_1.17.1004.0	Expression-Gene	Level 1	yes	7db192d321d512b605a0167d67facfee	broad.mit.edu:probeset_rma:HT_HG-U133A:01	TCGA-25-1634-01A-01R-0538-01	GHYLL_p_TCGABatch17_Mashima45_HT_HG-U133A_96-HTA_A06_471872.level2.data.txt	broad.mit.edu_OV.HT_HG-U133A.Level_2.17.1004.0	Expression-Gene	Level 2	yes	c1680a8aaa44a44009719b060d20ebce	broad.mit.edu:gene_rma:HT_HG-U133A:01	TCGA-25-1634-01A-01R-0538-01	GHYLL_p_TCGABatch17_Mashima45_HT_HG-U133A_96-HTA_A06_471872.level3.data.txt	broad.mit.edu_OV.HT_HG-U133A.Level_3.17.1004.0	Expression-Gene	Level 3	yes	63da69899c73fd8fd0be813f2e3214d4
TCGA-36-1576-01A-01R-0538-01	broad.mit.edu:labeling:HT_HG-U133A:01	TCGA-36-1576-01A-01R-0538-01	biotin	MGED Ontology	broad.mit.edu:hybridization:HT_HG-U133A:01	GHYLL_p_TCGABatch17_Mashima45_HT_HG-U133A_96-HTA_A07_471874	Affymetrix.com:PhysicalArrayDesign:HT_HG-U133A	caArray	broad.mit.edu:image_acquisition:HT_HG-U133A:01	TCGA-36-1576-01A-01R-0538-01	GHYLL_p_TCGABatch17_Mashima45_HT_HG-U133A_96-HTA_A07_471874.CEL	broad.mit.edu_OV.HT_HG-U133A.Level_1.17.1004.0	Expression-Gene	Level 1	yes	c3f4622a9c5a91a3d4cffde2ecba8046	broad.mit.edu:probeset_rma:HT_HG-U133A:01	TCGA-36-1576-01A-01R-0538-01	GHYLL_p_TCGABatch17_Mashima45_HT_HG-U133A_96-HTA_A07_471874.level2.data.txt	broad.mit.edu_OV.HT_HG-U133A.Level_2.17.1004.0	Expression-Gene	Level 2	yes	ef21fcd3a973fdcf94f3878f729f06fb	broad.mit.edu:gene_rma:HT_HG-U133A:01	TCGA-36-1576-01A-01R-0538-01	GHYLL_p_TCGABatch17_Mashima45_HT_HG-U133A_96-HTA_A07_471874.level3.data.txt	broad.mit.edu_OV.HT_HG-U133A.Level_3.17.1004.0	Expression-Gene	Level 3	yes	3cf5567d9647ce9f5f0f08f353abc565
TCGA-24-1557-01A-01R-0538-01	broad.mit.edu:labeling:HT_HG-U133A:01	TCGA-24-1557-01A-01R-0538-01	biotin	MGED Ontology	broad.mit.edu:hybridization:HT_HG-U133A:01	GHYLL_p_TCGABatch17_Mashima45_HT_HG-U133A_96-HTA_A08_471876	Affymetrix.com:PhysicalArrayDesign:HT_HG-U133A	caArray	broad.mit.edu:image_acquisition:HT_HG-U133A:01	TCGA-24-1557-01A-01R-0538-01	GHYLL_p_TCGABatch17_Mashima45_HT_HG-U133A_96-HTA_A08_471876.CEL	broad.mit.edu_OV.HT_HG-U133A.Level_1.17.1004.0	Expression-Gene	Level 1	yes	d27e239e066b0a7b3e0aa9da5a0c6626	broad.mit.edu:probeset_rma:HT_HG-U133A:01	TCGA-24-1557-01A-01R-0538-01	GHYLL_p_TCGABatch17_Mashima45_HT_HG-U133A_96-HTA_A08_471876.level2.data.txt	broad.mit.edu_OV.HT_HG-U133A.Level_2.17.1004.0	Expression-Gene	Level 2	yes	f3d64d9f1d61f0295670df4536f3ba63	broad.mit.edu:gene_rma:HT_HG-U133A:01	TCGA-24-1557-01A-01R-0538-01	GHYLL_p_TCGABatch17_Mashima45_HT_HG-U133A_96-HTA_A08_471876.level3.data.txt	broad.mit.edu_OV.HT_HG-U133A.Level_3.17.1004.0	Expression-Gene	Level 3	yes	de3a48b231a381b1a891e361183c2c0e
TCGA-09-1659-01B-01R-0538-01	broad.mit.edu:labeling:HT_HG-U133A:01	TCGA-09-1659-01B-01R-0538-01	biotin	MGED Ontology	broad.mit.edu:hybridization:HT_HG-U133A:01	GHYLL_p_TCGABatch17_Mashima45_HT_HG-U133A_96-HTA_A09_471878	Affymetrix.com:PhysicalArrayDesign:HT_HG-U133A	caArray	broad.mit.edu:image_acquisition:HT_HG-U133A:01	TCGA-09-1659-01B-01R-0538-01	GHYLL_p_TCGABatch17_Mashima45_HT_HG-U133A_96-HTA_A09_471878.CEL	broad.mit.edu_OV.HT_HG-U133A.Level_1.17.1004.0	Expression-Gene	Level 1	yes	a4208a2f8ae0bac087f784a16a1d2dc2	broad.mit.edu:probeset_rma:HT_HG-U133A:01	TCGA-09-1659-01B-01R-0538-01	GHYLL_p_TCGABatch17_Mashima45_HT_HG-U133A_96-HTA_A09_471878.level2.data.txt	broad.mit.edu_OV.HT_HG-U133A.Level_2.17.1004.0	Expression-Gene	Level 2	yes	108fac99f3e0b9800ff82325ea833267	broad.mit.edu:gene_rma:HT_HG-U133A:01	TCGA-09-1659-01B-01R-0538-01	GHYLL_p_TCGABatch17_Mashima45_HT_HG-U133A_96-HTA_A09_471878.level3.data.txt	broad.mit.edu_OV.HT_HG-U133A.Level_3.17.1004.0	Expression-Gene	Level 3	yes	a90545e1773f171bf9241c194d0892f2
TCGA-25-1625-01A-01R-0538-01	broad.mit.edu:labeling:HT_HG-U133A:01	TCGA-25-1625-01A-01R-0538-01	biotin	MGED Ontology	broad.mit.edu:hybridization:HT_HG-U133A:01	GHYLL_p_TCGABatch17_Mashima45_HT_HG-U133A_96-HTA_A10_471880	Affymetrix.com:PhysicalArrayDesign:HT_HG-U133A	caArray	broad.mit.edu:image_acquisition:HT_HG-U133A:01	TCGA-25-1625-01A-01R-0538-01	GHYLL_p_TCGABatch17_Mashima45_HT_HG-U133A_96-HTA_A10_471880.CEL	broad.mit.edu_OV.HT_HG-U133A.Level_1.17.1004.0	Expression-Gene	Level 1	yes	1b75db16be4bd71a97cc59c9dc0dd9d3	broad.mit.edu:probeset_rma:HT_HG-U133A:01	TCGA-25-1625-01A-01R-0538-01	GHYLL_p_TCGABatch17_Mashima45_HT_HG-U133A_96-HTA_A10_471880.level2.data.txt	broad.mit.edu_OV.HT_HG-U133A.Level_2.17.1004.0	Expression-Gene	Level 2	yes	58f4134588556e4e5f07330067b11a89	broad.mit.edu:gene_rma:HT_HG-U133A:01	TCGA-25-1625-01A-01R-0538-01	GHYLL_p_TCGABatch17_Mashima45_HT_HG-U133A_96-HTA_A10_471880.level3.data.txt	broad.mit.edu_OV.HT_HG-U133A.Level_3.17.1004.0	Expression-Gene	Level 3	yes	69015b8c12c9d3f675e0d9ae8cc4f82c
TCGA-09-1661-01B-01R-0538-01	broad.mit.edu:labeling:HT_HG-U133A:01	TCGA-09-1661-01B-01R-0538-01	biotin	MGED Ontology	broad.mit.edu:hybridization:HT_HG-U133A:01	GHYLL_p_TCGABatch17_Mashima45_HT_HG-U133A_96-HTA_A11_471882	Affymetrix.com:PhysicalArrayDesign:HT_HG-U133A	caArray	broad.mit.edu:image_acquisition:HT_HG-U133A:01	TCGA-09-1661-01B-01R-0538-01	GHYLL_p_TCGABatch17_Mashima45_HT_HG-U133A_96-HTA_A11_471882.CEL	broad.mit.edu_OV.HT_HG-U133A.Level_1.17.1004.0	Expression-Gene	Level 1	yes	c4bf9abe1b77540661130b062ed691d9	broad.mit.edu:probeset_rma:HT_HG-U133A:01	TCGA-09-1661-01B-01R-0538-01	GHYLL_p_TCGABatch17_Mashima45_HT_HG-U133A_96-HTA_A11_471882.level2.data.txt	broad.mit.edu_OV.HT_HG-U133A.Level_2.17.1004.0	Expression-Gene	Level 2	yes	f26469f0ef9269ad7946111173c2aff4	broad.mit.edu:gene_rma:HT_HG-U133A:01	TCGA-09-1661-01B-01R-0538-01	GHYLL_p_TCGABatch17_Mashima45_HT_HG-U133A_96-HTA_A11_471882.level3.data.txt	broad.mit.edu_OV.HT_HG-U133A.Level_3.17.1004.0	Expression-Gene	Level 3	yes	225e370d7b7d73047692a86c91ff8922
TCGA-09-1662-01A-01R-0538-01	broad.mit.edu:labeling:HT_HG-U133A:01	TCGA-09-1662-01A-01R-0538-01	biotin	MGED Ontology	broad.mit.edu:hybridization:HT_HG-U133A:01	GHYLL_p_TCGABatch17_Mashima45_HT_HG-U133A_96-HTA_A12_471884	Affymetrix.com:PhysicalArrayDesign:HT_HG-U133A	caArray	broad.mit.edu:image_acquisition:HT_HG-U133A:01	TCGA-09-1662-01A-01R-0538-01	GHYLL_p_TCGABatch17_Mashima45_HT_HG-U133A_96-HTA_A12_471884.CEL	broad.mit.edu_OV.HT_HG-U133A.Level_1.17.1004.0	Expression-Gene	Level 1	yes	38f1109c307e5885b3fa0071ebec0e75	broad.mit.edu:probeset_rma:HT_HG-U133A:01	TCGA-09-1662-01A-01R-0538-01	GHYLL_p_TCGABatch17_Mashima45_HT_HG-U133A_96-HTA_A12_471884.level2.data.txt	broad.mit.edu_OV.HT_HG-U133A.Level_2.17.1004.0	Expression-Gene	Level 2	yes	4e592273d7fd3089ad25ba78adf7414e	broad.mit.edu:gene_rma:HT_HG-U133A:01	TCGA-09-1662-01A-01R-0538-01	GHYLL_p_TCGABatch17_Mashima45_HT_HG-U133A_96-HTA_A12_471884.level3.data.txt	broad.mit.edu_OV.HT_HG-U133A.Level_3.17.1004.0	Expression-Gene	Level 3	yes	2903ab13404700c6726a62e81f340935
TCGA-04-1525-01A-01R-0538-01	broad.mit.edu:labeling:HT_HG-U133A:01	TCGA-04-1525-01A-01R-0538-01	biotin	MGED Ontology	broad.mit.edu:hybridization:HT_HG-U133A:01	GHYLL_p_TCGABatch17_Mashima45_HT_HG-U133A_96-HTA_B01_472060	Affymetrix.com:PhysicalArrayDesign:HT_HG-U133A	caArray	broad.mit.edu:image_acquisition:HT_HG-U133A:01	TCGA-04-1525-01A-01R-0538-01	GHYLL_p_TCGABatch17_Mashima45_HT_HG-U133A_96-HTA_B01_472060.CEL	broad.mit.edu_OV.HT_HG-U133A.Level_1.17.1004.0	Expression-Gene	Level 1	yes	8267a76f02a93a373ce98ad68000f469	broad.mit.edu:probeset_rma:HT_HG-U133A:01	TCGA-04-1525-01A-01R-0538-01	GHYLL_p_TCGABatch17_Mashima45_HT_HG-U133A_96-HTA_B01_472060.level2.data.txt	broad.mit.edu_OV.HT_HG-U133A.Level_2.17.1004.0	Expression-Gene	Level 2	yes	2479d16ec0939cf512df30fae062f857	broad.mit.edu:gene_rma:HT_HG-U133A:01	TCGA-04-1525-01A-01R-0538-01	GHYLL_p_TCGABatch17_Mashima45_HT_HG-U133A_96-HTA_B01_472060.level3.data.txt	broad.mit.edu_OV.HT_HG-U133A.Level_3.17.1004.0	Expression-Gene	Level 3	yes	6b367117ffac138891bb4c8635b0d361
TCGA-24-1558-01A-01R-0538-01	broad.mit.edu:labeling:HT_HG-U133A:01	TCGA-24-1558-01A-01R-0538-01	biotin	MGED Ontology	broad.mit.edu:hybridization:HT_HG-U133A:01	GHYLL_p_TCGABatch17_Mashima45_HT_HG-U133A_96-HTA_B02_472058	Affymetrix.com:PhysicalArrayDesign:HT_HG-U133A	caArray	broad.mit.edu:image_acquisition:HT_HG-U133A:01	TCGA-24-1558-01A-01R-0538-01	GHYLL_p_TCGABatch17_Mashima45_HT_HG-U133A_96-HTA_B02_472058.CEL	broad.mit.edu_OV.HT_HG-U133A.Level_1.17.1004.0	Expression-Gene	Level 1	yes	8d6d1ca3bf87ab01e9c5caf7e67cbf62	broad.mit.edu:probeset_rma:HT_HG-U133A:01	TCGA-24-1558-01A-01R-0538-01	GHYLL_p_TCGABatch17_Mashima45_HT_HG-U133A_96-HTA_B02_472058.level2.data.txt	broad.mit.edu_OV.HT_HG-U133A.Level_2.17.1004.0	Expression-Gene	Level 2	yes	5b507865dc2247afb32059ba45f7ba84	broad.mit.edu:gene_rma:HT_HG-U133A:01	TCGA-24-1558-01A-01R-0538-01	GHYLL_p_TCGABatch17_Mashima45_HT_HG-U133A_96-HTA_B02_472058.level3.data.txt	broad.mit.edu_OV.HT_HG-U133A.Level_3.17.1004.0	Expression-Gene	Level 3	yes	c7f887f90b1bc432d8cb70fc065b1fb9
TCGA-36-1575-01A-01R-0538-01	broad.mit.edu:labeling:HT_HG-U133A:01	TCGA-36-1575-01A-01R-0538-01	biotin	MGED Ontology	broad.mit.edu:hybridization:HT_HG-U133A:01	GHYLL_p_TCGABatch17_Mashima45_HT_HG-U133A_96-HTA_B03_472056	Affymetrix.com:PhysicalArrayDesign:HT_HG-U133A	caArray	broad.mit.edu:image_acquisition:HT_HG-U133A:01	TCGA-36-1575-01A-01R-0538-01	GHYLL_p_TCGABatch17_Mashima45_HT_HG-U133A_96-HTA_B03_472056.CEL	broad.mit.edu_OV.HT_HG-U133A.Level_1.17.1004.0	Expression-Gene	Level 1	yes	5b8b285cecdc93b8ca9e320fd16027f0	broad.mit.edu:probeset_rma:HT_HG-U133A:01	TCGA-36-1575-01A-01R-0538-01	GHYLL_p_TCGABatch17_Mashima45_HT_HG-U133A_96-HTA_B03_472056.level2.data.txt	broad.mit.edu_OV.HT_HG-U133A.Level_2.17.1004.0	Expression-Gene	Level 2	yes	f6216afdcf349c5618d38e1f597b9be0	broad.mit.edu:gene_rma:HT_HG-U133A:01	TCGA-36-1575-01A-01R-0538-01	GHYLL_p_TCGABatch17_Mashima45_HT_HG-U133A_96-HTA_B03_472056.level3.data.txt	broad.mit.edu_OV.HT_HG-U133A.Level_3.17.1004.0	Expression-Gene	Level 3	yes	1c3ec792b8b1d881a1805465bea526bb
TCGA-57-1584-01A-01R-0538-01	broad.mit.edu:labeling:HT_HG-U133A:01	TCGA-57-1584-01A-01R-0538-01	biotin	MGED Ontology	broad.mit.edu:hybridization:HT_HG-U133A:01	GHYLL_p_TCGABatch17_Mashima45_HT_HG-U133A_96-HTA_B04_472054	Affymetrix.com:PhysicalArrayDesign:HT_HG-U133A	caArray	broad.mit.edu:image_acquisition:HT_HG-U133A:01	TCGA-57-1584-01A-01R-0538-01	GHYLL_p_TCGABatch17_Mashima45_HT_HG-U133A_96-HTA_B04_472054.CEL	broad.mit.edu_OV.HT_HG-U133A.Level_1.17.1004.0	Expression-Gene	Level 1	yes	706c895d7a611de1f816b8eed5686849	broad.mit.edu:probeset_rma:HT_HG-U133A:01	TCGA-57-1584-01A-01R-0538-01	GHYLL_p_TCGABatch17_Mashima45_HT_HG-U133A_96-HTA_B04_472054.level2.data.txt	broad.mit.edu_OV.HT_HG-U133A.Level_2.17.1004.0	Expression-Gene	Level 2	yes	ae2d0f9db39d070025327388356d1449	broad.mit.edu:gene_rma:HT_HG-U133A:01	TCGA-57-1584-01A-01R-0538-01	GHYLL_p_TCGABatch17_Mashima45_HT_HG-U133A_96-HTA_B04_472054.level3.data.txt	broad.mit.edu_OV.HT_HG-U133A.Level_3.17.1004.0	Expression-Gene	Level 3	yes	042b7bd03e3c7dd2dde6989da5510324
TCGA-25-1631-01A-01R-0538-01	broad.mit.edu:labeling:HT_HG-U133A:01	TCGA-25-1631-01A-01R-0538-01	biotin	MGED Ontology	broad.mit.edu:hybridization:HT_HG-U133A:01	GHYLL_p_TCGABatch17_Mashima45_HT_HG-U133A_96-HTA_B05_472052	Affymetrix.com:PhysicalArrayDesign:HT_HG-U133A	caArray	broad.mit.edu:image_acquisition:HT_HG-U133A:01	TCGA-25-1631-01A-01R-0538-01	GHYLL_p_TCGABatch17_Mashima45_HT_HG-U133A_96-HTA_B05_472052.CEL	broad.mit.edu_OV.HT_HG-U133A.Level_1.17.1004.0	Expression-Gene	Level 1	yes	94cfac6bca85e63d11144b63d2858669	broad.mit.edu:probeset_rma:HT_HG-U133A:01	TCGA-25-1631-01A-01R-0538-01	GHYLL_p_TCGABatch17_Mashima45_HT_HG-U133A_96-HTA_B05_472052.level2.data.txt	broad.mit.edu_OV.HT_HG-U133A.Level_2.17.1004.0	Expression-Gene	Level 2	yes	d532fa40e18c6bd88801d616dac4082c	broad.mit.edu:gene_rma:HT_HG-U133A:01	TCGA-25-1631-01A-01R-0538-01	GHYLL_p_TCGABatch17_Mashima45_HT_HG-U133A_96-HTA_B05_472052.level3.data.txt	broad.mit.edu_OV.HT_HG-U133A.Level_3.17.1004.0	Expression-Gene	Level 3	yes	19d0ec9f6f785962a5df9889ad941bdb
